Time, Longitude, Latitude,Engine RPM(rpm),GPS Latitude(°),GPS Longitude(°),Relative Throttle Position(%),Speed (OBD)(km/h),Throttle Position(Manifold)(%),SOC
30.4,78.12105667,9.972185,1144.5,9.97218513,78.1210556,0.39215687,0,12.94117641,66
30.5,78.121035,9.972171667,1144.5,9.97217178,78.12103271,0.39215687,0,12.94117641,66
30.6,78.121035,9.972171667,1144.5,9.97217178,78.12103271,0.39215687,0,12.94117641,66
30.7,78.121035,9.972171667,1144.5,9.97217178,78.12103271,0.39215687,0,12.94117641,66
30.8,78.121035,9.972171667,1144.5,9.97217178,78.12103271,0.39215687,0,12.94117641,66
30.9,78.121035,9.972171667,1144.5,9.97217178,78.12103271,0.39215687,0,12.94117641,66
31,78.121035,9.972171667,1144.5,9.97217178,78.12103271,0.39215687,0,12.94117641,66
31.1,78.121035,9.972171667,1144.5,9.97217178,78.12103271,0.39215687,0,12.94117641,66
31.2,78.121035,9.972171667,1144.5,9.97217178,78.12103271,0.39215687,0,12.94117641,66
31.3,78.121035,9.972171667,1144.5,9.97217178,78.12103271,0.39215687,0,12.94117641,66
31.4,78.12101167,9.972156667,1144.5,9.97215652,78.12100983,0.39215687,0,12.94117641,66
31.5,78.12101167,9.972156667,1144.5,9.97215652,78.12100983,0.39215687,0,12.94117641,66
31.6,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
31.7,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
31.8,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
31.9,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
32,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
32.1,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
32.2,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
32.3,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
32.4,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
32.5,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
32.6,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
32.7,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
32.8,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
32.9,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
33,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
33.1,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
33.2,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
33.3,78.12101167,9.972156667,1106.25,9.97215652,78.12100983,0.39215687,0,12.94117641,66
33.4,78.12101,9.972158333,1106.25,9.97215843,78.12100983,0.39215687,0,12.94117641,66
33.5,78.12101,9.972158333,1106.25,9.97215843,78.12100983,0.39215687,0,12.94117641,66
33.6,78.12101,9.972158333,1106.25,9.97215843,78.12100983,0.39215687,0,12.94117641,66
33.7,78.12101,9.972158333,1106.25,9.97215843,78.12100983,0.39215687,0,12.94117641,66
33.8,78.12101,9.972158333,1143,9.97215843,78.12100983,0.39215687,0,12.94117641,66
33.9,78.12101,9.972158333,1143,9.97215843,78.12100983,0.39215687,0,12.94117641,66
34,78.12101,9.972158333,1143,9.97215843,78.12100983,0.39215687,0,12.94117641,66
