Time,Relative Throttle Position(%),Speed (OBD)(km/h),SOC
100.3,11.76470566,30,66
100.4,11.76470566,30,66
100.5,11.76470566,29,66
100.6,11.76470566,29,66
100.7,11.76470566,29,66
100.8,11.76470566,29,66
100.9,10.1960783,29,66
101,10.1960783,29,66
101.1,10.1960783,29,66
101.2,10.1960783,29,66
101.3,10.1960783,30,66
101.4,10.1960783,30,66
101.5,10.1960783,30,66
101.6,15.68627453,30,66
101.7,15.68627453,30,66
101.8,15.68627453,30,66
101.9,15.68627453,30,66
102,15.68627453,30,66
102.1,15.68627453,33,66
102.2,15.68627453,33,66
102.3,15.68627453,33,66
102.4,15.68627453,33,66
102.5,15.68627453,33,66
102.6,15.68627453,33,66
102.7,15.68627453,33,66
102.8,15.68627453,36,66
102.9,15.68627453,36,66
103,15.68627453,36,66
103.1,16.07843208,36,66
103.2,16.07843208,36,66
103.3,16.07843208,36,66
103.4,16.07843208,36,66
103.5,16.07843208,36,66
103.6,16.07843208,36,66
103.7,16.07843208,36,66
103.8,16.07843208,38,66
103.9,16.07843208,38,66
104,16.07843208,38,66
104.1,16.07843208,38,66
104.2,16.07843208,38,66
104.3,16.07843208,38,66
104.4,16.07843208,38,66
104.5,16.07843208,41,66
104.6,16.07843208,41,66
104.7,16.07843208,41,66
104.8,16.07843208,41,66
104.9,16.07843208,41,66
105,19.2156868,41,66
105.1,19.2156868,41,66
105.2,19.2156868,41,66
105.3,19.2156868,41,66
105.4,19.2156868,44,66
105.5,19.2156868,44,66
105.6,19.2156868,44,66
105.7,19.2156868,44,66
105.8,19.2156868,44,66
105.9,19.2156868,44,66
106,6.27450991,44,66
106.1,6.27450991,44,66
106.2,6.27450991,44,66
106.3,6.27450991,44,66
106.4,6.27450991,44,66
106.5,6.27450991,44,66
106.6,6.27450991,44,66
106.7,6.27450991,44,66
106.8,10.1960783,44,66
106.9,10.1960783,44,66
107,10.1960783,44,66
107.1,10.1960783,44,66
107.2,10.1960783,44,66
107.3,10.1960783,44,66
107.4,10.1960783,44,66
107.5,10.1960783,44,66
107.6,10.1960783,44,66
107.7,10.1960783,44,66
107.8,10.1960783,44,66
107.9,10.1960783,46,66
108,10.1960783,46,66
108.1,10.1960783,46,66
108.2,8.62745094,46,66
108.3,8.62745094,46,66
108.4,8.62745094,46,66
108.5,8.62745094,46,66
108.6,8.62745094,46,66
108.7,8.62745094,47,66
108.8,8.62745094,47,66
108.9,8.62745094,47,66
109,4.31372547,47,66
109.1,4.31372547,47,66
109.2,4.31372547,47,66
109.3,4.31372547,47,66
109.4,4.31372547,47,66
109.5,4.31372547,47,66
109.6,4.31372547,47,66
109.7,4.31372547,47,66
109.8,0.39215687,47,66
109.9,0.39215687,47,66
110,0.39215687,47,66
110.1,0.39215687,47,66
110.2,0.39215687,47,66
110.3,0.39215687,47,66
110.4,0.39215687,47,66
110.5,0.39215687,47,66
110.6,0.39215687,47,66
110.7,0.39215687,47,66
110.8,0.39215687,47,66
110.9,0.39215687,47,66
111,0.39215687,47,66
111.1,0.39215687,47,66
111.2,0.39215687,47,66
111.3,0.39215687,47,66
111.4,0.39215687,45,66
111.5,0.39215687,45,66
111.6,0.39215687,45,66
111.7,0.39215687,45,66
111.8,0.39215687,45,66
111.9,0.39215687,45,66
112,0.39215687,43,66
112.1,0.39215687,43,66
112.2,0.39215687,43,66
112.3,0.39215687,43,66
112.4,0.39215687,43,66
112.5,0.39215687,43,66
112.6,0.39215687,43,66
112.7,0.39215687,43,66
112.8,0.39215687,41,66
112.9,0.39215687,41,66
113,0.39215687,41,66
113.1,0.39215687,41,66
113.2,0.39215687,41,66
113.3,0.39215687,41,66
113.4,0.39215687,41,66
113.5,0.39215687,41,66
113.6,0.39215687,41,66
113.7,0.39215687,41,66
113.8,0.39215687,39,66
113.9,0.39215687,39,66
114,0.39215687,39,66
114.1,0.39215687,39,66
114.2,1.96078432,39,66
114.3,1.96078432,39,66
114.4,1.96078432,39,66
114.5,1.96078432,38,66
114.6,1.96078432,38,66
114.7,1.96078432,38,66
114.8,5.09803915,38,66
114.9,5.09803915,38,66
115,5.09803915,38,66
115.1,5.09803915,38,66
115.2,5.09803915,38,66
115.3,5.09803915,38,66
115.4,5.09803915,38,66
115.5,5.09803915,38,66
115.6,10.1960783,38,66
115.7,10.1960783,38,66
115.8,10.1960783,38,66
115.9,10.1960783,38,66
116,10.1960783,38,66
116.1,10.1960783,38,66
116.2,10.1960783,38,66
116.3,10.98039246,38,66
116.4,10.98039246,38,66
116.5,10.98039246,38,66
116.6,10.98039246,38,66
116.7,10.98039246,40,66
116.8,10.98039246,40,66
116.9,10.98039246,40,66
117,14.90196037,40,66
117.1,14.90196037,40,66
117.2,14.90196037,40,66
117.3,14.90196037,42,66
117.4,14.90196037,42,66
117.5,14.90196037,42,66
117.6,14.90196037,42,66
117.7,14.90196037,42,66
117.8,17.25490189,42,66
117.9,17.25490189,42,66
118,17.25490189,42,66
118.1,17.25490189,45,66
118.2,17.25490189,45,66
118.3,17.25490189,45,66
118.4,17.25490189,45,66
118.5,0.39215687,45,66
118.6,0.39215687,45,66
118.7,0.39215687,45,66
118.8,0.39215687,45,66
118.9,0.39215687,45,66
119,0.39215687,45,66
119.1,0.39215687,45,66
119.2,0.39215687,45,66
119.3,0.39215687,45,66
119.4,0.39215687,45,66
119.5,0.39215687,45,66
119.6,0.39215687,44,66
119.7,0.39215687,44,66
119.8,0.39215687,44,66
119.9,0.39215687,44,66
120,0.39215687,44,66
120.1,0.39215687,44,66
120.2,0.39215687,44,66
120.3,0.39215687,44,66
120.4,0.39215687,42,66
120.5,0.39215687,42,66
120.6,0.39215687,42,66
120.7,0.39215687,42,66
120.8,0.39215687,42,66
120.9,0.39215687,42,66
121,0.39215687,42,66
121.1,0.39215687,42,66
121.2,0.39215687,40,66
121.3,0.39215687,40,66
121.4,0.39215687,40,66
121.5,0.39215687,40,66
121.6,0.39215687,40,66
121.7,0.39215687,40,66
121.8,0.39215687,38,66
121.9,0.39215687,38,66
122,0.39215687,38,66
122.1,0.39215687,38,66
122.2,0.39215687,38,66
122.3,0.39215687,38,66
122.4,0.39215687,38,66
122.5,0.39215687,36,66
122.6,0.39215687,36,66
122.7,0.39215687,36,66
122.8,0.39215687,36,66
122.9,0.39215687,36,66
123,0.39215687,36,66
123.1,0.39215687,36,66
123.2,0.39215687,36,66
123.3,0.39215687,36,66
123.4,0.39215687,36,66
123.5,0.39215687,33,66
123.6,0.39215687,33,66
123.7,0.39215687,33,66
123.8,0.39215687,33,66
123.9,0.39215687,33,66
124,0.39215687,33,66
124.1,0.39215687,33,66
124.2,0.39215687,33,66
124.3,0.39215687,33,66
124.4,0.39215687,33,66
124.5,0.39215687,29,66
124.6,0.39215687,29,66
124.7,0.39215687,29,66
124.8,0.39215687,29,66
124.9,0.39215687,29,66
125,0.39215687,29,66
125.1,0.39215687,26,66
125.2,0.39215687,26,66
125.3,0.39215687,26,66
125.4,0.39215687,26,66
125.5,0.39215687,26,66
125.6,0.39215687,26,66
125.7,0.39215687,26,66
125.8,0.39215687,20,66
125.9,0.39215687,20,66
126,0.39215687,20,66
126.1,0.39215687,20,66
126.2,0.39215687,20,66
126.3,0.39215687,20,66
126.4,0.39215687,20,66
126.5,0.39215687,20,66
126.6,0.39215687,20,66
126.7,0.39215687,15,66
126.8,0.39215687,15,66
126.9,0.39215687,15,66
127,0.39215687,15,66
127.1,0.39215687,15,66
127.2,0.39215687,15,66
127.3,0.39215687,14,66
127.4,0.39215687,14,66
127.5,0.39215687,14,66
127.6,0.39215687,14,66
127.7,0.39215687,14,66
127.8,0.39215687,14,66
127.9,0.39215687,14,66
128,0.39215687,14,66
128.1,0.39215687,14,66
128.2,0.39215687,12,66
128.3,0.39215687,12,66
128.4,0.39215687,12,66
128.5,0.39215687,12,66
128.6,0.39215687,12,66
128.7,0.39215687,12,66
128.8,0.39215687,12,66
128.9,0.39215687,12,66
129,0.39215687,12,66
129.1,5.49019623,12,66
129.2,5.49019623,12,66
129.3,5.49019623,12,66
129.4,5.49019623,12,66
129.5,5.49019623,12,66
129.6,5.49019623,8,66
129.7,5.49019623,8,66
129.8,5.49019623,8,66
129.9,7.45098019,8,66
130,7.45098019,8,66
130.1,7.45098019,8,66
130.2,7.45098019,8,66
130.3,7.45098019,8,66
130.4,7.45098019,8,66
130.5,7.45098019,8,66
130.6,7.45098019,8,66
130.7,18.43137169,8,66
130.8,18.43137169,8,66
130.9,18.43137169,8,66
131,18.43137169,8,66
131.1,18.43137169,8,66
131.2,18.43137169,14,66
131.3,18.43137169,14,66
131.4,18.43137169,14,66
131.5,4.31372547,14,66
131.6,4.31372547,14,66
131.7,4.31372547,14,66
131.8,4.31372547,14,66
131.9,4.31372547,22,66
132,4.31372547,22,66
132.1,4.31372547,22,66
132.2,0.39215687,22,66
132.3,0.39215687,22,66
132.4,0.39215687,22,66
132.5,0.39215687,22,66
132.6,0.39215687,22,66
132.7,0.39215687,22,66
132.8,0.39215687,22,66
132.9,0.39215687,22,66
133,0.39215687,22,66
133.1,0.39215687,22,66
133.2,10.1960783,22,66
133.3,10.1960783,22,66
133.4,10.1960783,22,66
133.5,10.1960783,23,66
133.6,10.1960783,23,66
133.7,10.1960783,23,66
133.8,13.33333302,23,66
133.9,13.33333302,23,66
134,13.33333302,23,66
134.1,13.33333302,23,66
134.2,13.33333302,26,66
134.3,13.33333302,26,66
134.4,13.33333302,26,66
134.5,13.72549057,26,66
134.6,13.72549057,26,66
134.7,13.72549057,26,66
134.8,13.72549057,26,66
134.9,13.72549057,26,66
135,13.72549057,26,66
135.1,13.72549057,29,66
135.2,13.72549057,29,66
135.3,13.72549057,29,66
135.4,9.4117651,29,66
135.5,9.4117651,29,66
135.6,9.4117651,29,66
135.7,9.4117651,29,66
135.8,9.4117651,29,66
135.9,9.4117651,29,66
136,9.4117651,29,66
136.1,9.4117651,32,66
136.2,9.4117651,32,66
136.3,9.4117651,32,66
136.4,9.4117651,32,66
136.5,4.31372547,32,66
136.6,4.31372547,32,66
136.7,4.31372547,32,66
136.8,4.31372547,32,66
136.9,4.31372547,32,66
137,4.31372547,32,66
137.1,4.31372547,32,66
137.2,4.31372547,32,66
137.3,4.31372547,32,66
137.4,7.05882359,32,66
137.5,7.05882359,32,66
137.6,7.05882359,32,66
137.7,7.05882359,33,66
137.8,7.05882359,33,66
137.9,7.05882359,33,66
138,7.05882359,33,66
138.1,7.05882359,33,66
138.2,7.05882359,33,66
138.3,0.39215687,33,66
138.4,0.39215687,33,66
138.5,0.39215687,33,66
138.6,0.39215687,32,66
138.7,0.39215687,32,66
138.8,0.39215687,32,66
138.9,0.39215687,32,66
139,5.09803915,32,66
139.1,5.09803915,32,66
139.2,5.09803915,32,66
139.3,5.09803915,32,66
139.4,5.09803915,32,66
139.5,5.09803915,32,66
139.6,5.09803915,32,66
139.7,6.66666651,32,66
139.8,6.66666651,32,66
139.9,6.66666651,32,66
140,6.66666651,33,66
140.1,6.66666651,33,66
140.2,6.66666651,33,66
140.3,6.66666651,33,66
140.4,7.84313726,33,66
140.5,7.84313726,33,66
140.6,7.84313726,33,66
140.7,7.84313726,34,66
140.8,7.84313726,34,66
140.9,7.84313726,34,66
141,3.92156863,34,66
141.1,3.92156863,34,66
141.2,3.92156863,34,66
141.3,3.92156863,34,66
141.4,3.92156863,35,66
141.5,3.92156863,35,66
141.6,3.92156863,35,66
141.7,0.39215687,35,66
141.8,0.39215687,35,66
141.9,0.39215687,35,66
142,0.39215687,35,66
142.1,0.39215687,34,66
142.2,0.39215687,34,66
142.3,0.39215687,34,66
142.4,0.39215687,34,66
142.5,0.39215687,34,66
142.6,0.39215687,34,66
142.7,0.39215687,34,66
142.8,0.39215687,34,66
142.9,0.39215687,32,66
143,0.39215687,32,66
143.1,0.39215687,32,66
143.2,0.39215687,32,66
143.3,0.39215687,32,66
143.4,0.39215687,32,66
143.5,0.39215687,32,66
143.6,0.39215687,32,66
143.7,0.39215687,29,66
143.8,0.39215687,29,66
143.9,0.39215687,29,66
144,0.39215687,29,66
144.1,0.39215687,29,66
144.2,0.39215687,29,66
144.3,0.39215687,29,66
144.4,0.39215687,29,66
144.5,0.39215687,29,66
144.6,0.39215687,24,66
144.7,0.39215687,24,66
144.8,0.39215687,24,66
144.9,0.39215687,24,66
145,0.39215687,24,66
145.1,0.39215687,24,66
145.2,0.39215687,24,66
145.3,0.39215687,24,66
145.4,0.39215687,19,66
145.5,0.39215687,19,66
145.6,0.39215687,19,66
145.7,0.39215687,19,66
145.8,0.39215687,19,66
145.9,0.39215687,19,66
146,0.39215687,19,66
146.1,0.39215687,19,66
146.2,0.39215687,15,66
146.3,0.39215687,15,66
146.4,0.39215687,15,66
146.5,0.39215687,15,66
146.6,0.39215687,15,66
146.7,0.39215687,15,66
146.8,0.39215687,14,66
146.9,0.39215687,14,66
147,0.39215687,14,66
147.1,0.39215687,14,66
147.2,0.39215687,14,66
147.3,0.39215687,14,66
147.4,0.39215687,14,66
147.5,0.39215687,14,66
147.6,0.39215687,14,66
147.7,0.39215687,14,66
147.8,0.39215687,14,66
147.9,6.27450991,14,66
148,6.27450991,14,66
148.1,6.27450991,14,66
148.2,6.27450991,14,66
148.3,6.27450991,14,66
148.4,6.27450991,14,66
148.5,6.27450991,14,66
148.6,6.27450991,14,66
148.7,6.27450991,14,66
148.8,5.49019623,14,66
148.9,5.49019623,14,66
149,5.49019623,14,66
149.1,5.49019623,14,66
149.2,5.49019623,15,66
149.3,5.49019623,15,66
149.4,5.49019623,15,66
149.5,5.49019623,15,66
149.6,10.98039246,15,66
149.7,10.98039246,15,66
149.8,10.98039246,15,66
149.9,10.98039246,15,66
150,10.98039246,15,66
150.1,10.98039246,15,66
150.2,10.98039246,20,66
150.3,10.98039246,20,66
150.4,10.98039246,20,66
150.5,16.47058868,20,66
150.6,16.47058868,20,66
150.7,16.47058868,20,66
150.8,16.47058868,20,66
150.9,16.47058868,23,66
151,16.47058868,23,66
151.1,16.47058868,23,66
151.2,16.47058868,23,66
151.3,16.07843208,23,66
151.4,16.07843208,23,66
151.5,16.07843208,23,66
151.6,16.07843208,28,66
151.7,16.07843208,28,66
151.8,16.07843208,28,66
151.9,0.39215687,28,66
152,0.39215687,28,66
152.1,0.39215687,28,66
152.2,0.39215687,28,66
152.3,0.39215687,28,66
152.4,0.39215687,28,66
152.5,0.39215687,28,66
152.6,0.39215687,28,66
152.7,8.62745094,28,66
152.8,8.62745094,28,66
152.9,8.62745094,28,66
153,8.62745094,29,66
153.1,8.62745094,29,66
153.2,8.62745094,29,66
153.3,8.62745094,29,66
153.4,16.86274529,29,66
153.5,16.86274529,29,66
153.6,16.86274529,29,66
153.7,16.86274529,29,66
153.8,16.86274529,31,66
153.9,16.86274529,31,66
154,16.86274529,31,66
154.1,12.15686321,31,66
154.2,12.15686321,31,66
154.3,12.15686321,31,66
154.4,12.15686321,31,66
154.5,12.15686321,31,66
154.6,12.15686321,34,66
154.7,12.15686321,34,66
154.8,12.15686321,34,66
154.9,13.33333302,34,66
155,13.33333302,34,66
155.1,13.33333302,34,66
155.2,13.33333302,34,66
155.3,13.33333302,34,66
155.4,13.33333302,37,66
155.5,13.33333302,37,66
155.6,13.33333302,37,66
155.7,13.33333302,37,66
155.8,13.33333302,37,66
155.9,13.33333302,37,66
156,0.39215687,37,66
156.1,0.39215687,37,66
156.2,0.39215687,37,66
156.3,0.39215687,37,66
156.4,0.39215687,36,66
156.5,0.39215687,36,66
156.6,0.39215687,36,66
156.7,5.49019623,36,66
156.8,5.49019623,36,66
156.9,5.49019623,36,66
157,5.49019623,36,66
157.1,5.49019623,36,66
157.2,5.49019623,35,66
157.3,5.49019623,35,66
157.4,5.49019623,35,66
157.5,5.49019623,35,66
157.6,5.49019623,35,66
157.7,5.49019623,35,66
157.8,5.49019623,35,66
157.9,5.49019623,35,66
158,5.49019623,35,66
158.1,5.49019623,35,66
158.2,5.49019623,35,66
158.3,1.56862748,35,66
158.4,1.56862748,35,66
158.5,1.56862748,35,66
158.6,1.56862748,35,66
158.7,1.56862748,35,66
158.8,1.56862748,35,66
158.9,1.56862748,35,66
159,0.39215687,35,66
159.1,0.39215687,35,66
159.2,0.39215687,35,66
159.3,0.39215687,35,66
159.4,0.39215687,35,66
159.5,0.39215687,35,66
159.6,0.39215687,35,66
159.7,0.39215687,35,66
159.8,0.39215687,35,66
159.9,9.8039217,35,66
160,9.8039217,35,66
160.1,9.8039217,35,66
160.2,9.8039217,33,66
160.3,9.8039217,33,66
160.4,9.8039217,33,66
160.5,9.8039217,33,66
160.6,9.8039217,33,66
160.7,9.8039217,33,66
160.8,9.8039217,33,66
160.9,18.03921509,33,66
161,18.03921509,33,66
161.1,18.03921509,33,66
161.2,18.03921509,37,66
161.3,18.03921509,37,66
161.4,18.03921509,37,66
161.5,18.03921509,37,66
161.6,21.96078491,37,66
161.7,21.96078491,37,66
161.8,21.96078491,37,66
161.9,21.96078491,39,66
162,21.96078491,39,66
162.1,21.96078491,39,66
162.2,24.31372643,39,66
162.3,24.31372643,39,66
162.4,24.31372643,39,66
162.5,24.31372643,39,66
162.6,24.31372643,39,66
162.7,24.31372643,39,66
162.8,24.31372643,39,66
162.9,24.31372643,39,66
163,24.31372643,39,66
163.1,24.31372643,39,66
163.2,24.31372643,43,66
163.3,24.31372643,43,66
163.4,24.31372643,43,66
163.5,0.39215687,43,66
163.6,0.39215687,43,66
163.7,0.39215687,43,66
163.8,0.39215687,45,66
163.9,0.39215687,45,66
164,0.39215687,45,66
164.1,0.39215687,45,66
164.2,13.33333302,45,66
164.3,13.33333302,45,66
164.4,13.33333302,45,66
164.5,13.33333302,45,66
164.6,13.33333302,45,66
164.7,13.33333302,45,66
164.8,13.33333302,45,66
164.9,14.50980377,45,66
165,14.50980377,45,66
165.1,14.50980377,45,66
165.2,14.50980377,45,66
165.3,14.50980377,45,66
165.4,14.50980377,45,66
165.5,14.50980377,45,66
165.6,14.50980377,46,66
165.7,14.50980377,46,66
165.8,14.50980377,46,66
165.9,14.50980377,46,66
166,0.39215687,46,66
166.1,0.39215687,46,66
166.2,0.39215687,46,66
166.3,0.39215687,46,66
166.4,0.39215687,46,66
166.5,0.39215687,46,66
166.6,0.39215687,46,66
166.7,0.39215687,45,66
166.8,0.39215687,45,66
166.9,0.39215687,45,66
167,11.76470566,45,66
167.1,11.76470566,45,66
167.2,11.76470566,45,66
167.3,11.76470566,45,66
167.4,11.76470566,45,66
167.5,11.76470566,45,66
167.6,11.76470566,45,66
167.7,11.76470566,45,66
167.8,11.76470566,45,66
167.9,12.54901981,45,66
168,12.54901981,45,66
168.1,12.54901981,45,66
168.2,12.54901981,46,66
168.3,12.54901981,46,66
168.4,12.54901981,46,66
168.5,6.27450991,46,66
168.6,6.27450991,46,66
168.7,6.27450991,46,66
168.8,6.27450991,46,66
168.9,6.27450991,47,66
169,6.27450991,47,66
169.1,6.27450991,47,66
169.2,3.13725495,47,66
169.3,3.13725495,47,66
169.4,3.13725495,47,66
169.5,3.13725495,47,66
169.6,3.13725495,47,66
169.7,3.13725495,47,66
169.8,3.13725495,47,66
169.9,3.13725495,47,66
170,3.13725495,47,66
170.1,3.13725495,47,66
170.2,10.98039246,47,66
170.3,10.98039246,47,66
170.4,10.98039246,47,66
170.5,10.98039246,47,66
170.6,10.98039246,47,66
170.7,10.98039246,47,66
170.8,10.98039246,47,66
170.9,11.76470566,47,66
171,11.76470566,47,66
171.1,11.76470566,47,66
171.2,11.76470566,48,66
171.3,11.76470566,48,66
171.4,11.76470566,48,66
171.5,11.76470566,48,66
171.6,11.76470566,48,66
171.7,11.76470566,48,66
171.8,0.39215687,48,66
171.9,0.39215687,48,66
172,0.39215687,48,66
172.1,0.39215687,45,66
172.2,0.39215687,45,66
172.3,0.39215687,45,66
172.4,0.39215687,45,66
172.5,0.39215687,45,66
172.6,0.39215687,45,66
172.7,0.39215687,45,66
172.8,0.39215687,45,66
172.9,0.39215687,42,66
173,0.39215687,42,66
173.1,0.39215687,42,66
173.2,0.39215687,42,66
173.3,0.39215687,42,66
173.4,0.39215687,42,66
173.5,0.39215687,42,66
173.6,0.39215687,42,66
173.7,0.39215687,40,66
173.8,0.39215687,40,66
173.9,0.39215687,40,66
174,2.74509811,40,66
174.1,2.74509811,40,66
174.2,2.74509811,40,66
174.3,2.74509811,40,66
174.4,2.74509811,40,66
174.5,2.74509811,40,66
174.6,2.74509811,40,66
174.7,2.74509811,40,66
174.8,0.39215687,40,66
174.9,0.39215687,40,66
175,0.39215687,40,66
175.1,0.39215687,39,66
175.2,0.39215687,39,66
175.3,0.39215687,39,66
175.4,0.39215687,39,66
175.5,0.39215687,39,66
175.6,0.39215687,39,66
175.7,0.39215687,39,66
175.8,0.39215687,39,66
175.9,0.39215687,39,66
176,0.39215687,39,66
176.1,0.39215687,39,66
176.2,0.39215687,37,66
176.3,0.39215687,37,66
176.4,0.39215687,37,66
176.5,1.17647064,37,66
176.6,1.17647064,37,66
176.7,1.17647064,37,66
176.8,1.17647064,37,66
176.9,1.17647064,37,66
177,1.17647064,37,66
177.1,1.17647064,37,66
177.2,1.17647064,37,66
177.3,0.39215687,37,66
177.4,0.39215687,37,66
177.5,0.39215687,37,66
177.6,0.39215687,37,66
177.7,0.39215687,35,66
177.8,0.39215687,35,66
177.9,0.39215687,35,66
178,0.39215687,35,66
178.1,0.39215687,35,66
178.2,0.39215687,35,66
178.3,0.39215687,31,66
178.4,0.39215687,31,66
178.5,0.39215687,31,66
178.6,0.39215687,31,66
178.7,0.39215687,31,66
178.8,0.39215687,31,66
178.9,0.39215687,31,66
179,0.39215687,31,66
179.1,0.39215687,27,66
179.2,0.39215687,27,66
179.3,0.39215687,27,66
179.4,0.39215687,27,66
179.5,0.39215687,27,66
179.6,0.39215687,27,66
179.7,0.39215687,27,66
179.8,0.39215687,23,66
179.9,0.39215687,23,66
180,0.39215687,23,66
180.1,0.39215687,23,66
180.2,0.39215687,23,66
180.3,0.39215687,23,66
180.4,0.39215687,23,66
180.5,0.39215687,23,66
180.6,0.39215687,23,66
180.7,0.39215687,20,66
180.8,0.39215687,20,66
180.9,0.39215687,20,66
181,0.39215687,20,66
181.1,0.39215687,20,66
181.2,4.70588255,20,66
181.3,4.70588255,20,66
181.4,4.70588255,20,66
181.5,4.70588255,20,66
181.6,4.70588255,20,66
181.7,4.70588255,20,66
181.8,0.39215687,20,66
181.9,0.39215687,20,66
182,0.39215687,20,66
182.1,0.39215687,20,66
182.2,0.39215687,20,66
182.3,0.39215687,20,66
182.4,0.39215687,20,66
182.5,0.78431374,20,66
182.6,0.78431374,20,66
182.7,0.78431374,20,66
182.8,0.78431374,20,66
182.9,0.78431374,17,66
183,0.78431374,17,66
183.1,0.78431374,17,66
183.2,0.78431374,17,66
183.3,0.78431374,17,66
183.4,5.09803915,17,66
183.5,5.09803915,17,66
183.6,5.09803915,17,66
183.7,5.09803915,17,66
183.8,5.09803915,17,66
183.9,5.09803915,17,66
184,5.09803915,17,66
184.1,5.09803915,17,66
184.2,5.09803915,17,66
184.3,5.09803915,17,66
184.4,5.09803915,17,66
184.5,1.56862748,17,66
184.6,1.56862748,17,66
184.7,1.56862748,17,66
184.8,1.56862748,17,66
184.9,1.56862748,18,66
185,1.56862748,18,66
185.1,1.56862748,18,66
185.2,1.56862748,18,66
185.3,1.56862748,18,66
185.4,1.56862748,18,66
185.5,6.66666651,18,66
185.6,6.66666651,18,66
185.7,6.66666651,18,66
185.8,6.66666651,19,66
185.9,6.66666651,19,66
186,6.66666651,19,66
186.1,13.33333302,19,66
186.2,13.33333302,19,66
186.3,13.33333302,19,66
186.4,13.33333302,19,66
186.5,13.33333302,19,66
186.6,13.33333302,19,66
186.7,13.33333302,19,66
186.8,13.33333302,19,66
186.9,13.33333302,23,66
187,13.33333302,23,66
187.1,13.33333302,23,66
187.2,13.33333302,23,66
187.3,14.90196037,23,66
187.4,14.90196037,23,66
187.5,14.90196037,23,66
187.6,14.90196037,23,66
187.7,14.90196037,27,66
187.8,14.90196037,27,66
187.9,14.90196037,27,66
188,14.90196037,27,66
188.1,14.90196037,27,66
188.2,14.90196037,27,66
188.3,14.90196037,27,66
188.4,14.90196037,27,66
188.5,14.90196037,27,66
188.6,14.90196037,30,66
188.7,14.90196037,30,66
188.8,14.90196037,30,66
188.9,13.33333302,30,66
189,13.33333302,30,66
189.1,13.33333302,30,66
189.2,13.33333302,30,66
189.3,13.33333302,33,66
189.4,13.33333302,33,66
189.5,13.33333302,33,66
189.6,13.33333302,33,66
189.7,13.33333302,33,66
189.8,13.33333302,33,66
189.9,13.33333302,33,66
190,13.33333302,33,66
190.1,13.33333302,33,66
190.2,13.33333302,36,66
190.3,13.33333302,36,66
190.4,13.33333302,36,66
190.5,12.94117641,36,66
190.6,12.94117641,36,66
190.7,12.94117641,36,66
190.8,12.94117641,36,66
190.9,12.94117641,36,66
191,12.94117641,36,66
191.1,12.94117641,38,66
191.2,12.94117641,38,66
191.3,12.94117641,38,66
191.4,12.94117641,38,66
191.5,12.94117641,38,66
191.6,0.39215687,38,66
191.7,0.39215687,38,66
191.8,0.39215687,38,66
191.9,0.39215687,39,66
192,0.39215687,39,66
192.1,0.39215687,39,66
192.2,0.39215687,39,66
192.3,0.39215687,39,66
192.4,0.39215687,39,66
192.5,0.39215687,39,66
192.6,0.39215687,37,66
192.7,0.39215687,37,66
192.8,0.39215687,37,66
192.9,0.39215687,37,66
193,0.39215687,37,66
193.1,0.39215687,37,66
193.2,0.39215687,37,66
193.3,0.39215687,37,64
193.4,0.39215687,36,64
193.5,0.39215687,36,64
193.6,0.39215687,36,64
193.7,0.39215687,36,64
193.8,0.39215687,36,64
193.9,0.39215687,36,64
194,0.39215687,36,64
194.1,0.39215687,36,64
194.2,0.39215687,36,64
194.3,0.39215687,36,64
194.4,0.39215687,36,64
194.5,0.39215687,33,64
194.6,0.39215687,33,64
194.7,0.39215687,33,64
194.8,0.39215687,33,64
194.9,0.39215687,33,64
195,0.39215687,33,64
195.1,0.39215687,32,64
195.2,0.39215687,32,64
195.3,0.39215687,32,64
195.4,0.39215687,32,64
195.5,0.78431374,32,64
195.6,0.78431374,32,64
195.7,0.78431374,32,64
195.8,0.78431374,32,64
195.9,0.78431374,31,64
196,0.78431374,31,64
196.1,0.78431374,31,64
196.2,0.78431374,31,64
196.3,3.13725495,31,64
196.4,3.13725495,31,64
196.5,3.13725495,31,64
196.6,3.13725495,31,64
196.7,3.13725495,30,64
196.8,3.13725495,30,64
196.9,3.13725495,30,64
197,3.13725495,30,64
197.1,3.13725495,30,64
197.2,3.52941179,30,64
197.3,3.52941179,30,64
197.4,3.52941179,30,64
197.5,3.52941179,30,64
197.6,3.52941179,30,64
197.7,3.52941179,30,64
197.8,1.56862748,30,64
197.9,1.56862748,30,64
198,1.56862748,30,64
198.1,1.56862748,30,64
198.2,1.56862748,30,64
198.3,1.56862748,30,64
198.4,1.56862748,30,64
198.5,1.56862748,30,64
198.6,1.56862748,30,64
198.7,1.17647064,30,64
198.8,1.17647064,30,64
198.9,1.17647064,30,64
199,1.17647064,30,64
199.1,1.17647064,30,64
199.2,1.17647064,30,64
199.3,1.96078432,30,64
199.4,1.96078432,30,64
199.5,1.96078432,30,64
199.6,1.96078432,30,64
199.7,1.96078432,30,64
199.8,1.96078432,30,64
199.9,1.96078432,30,64
200,1.96078432,30,64
200.1,1.96078432,30,64
200.2,5.09803915,30,64
200.3,5.09803915,30,64
200.4,5.09803915,30,64
200.5,5.09803915,30,64
200.6,5.09803915,30,64
200.7,5.09803915,30,64
200.8,5.09803915,30,64
200.9,5.09803915,30,64
201,5.09803915,30,64
201.1,5.09803915,30,64
201.2,5.09803915,30,64
201.3,5.09803915,30,64
201.4,5.09803915,30,64
