Time,Relative Throttle Position(%),Speed (OBD)(km/h),SOC
201.5,5.09803915,30,64
201.6,5.09803915,30,64
201.7,5.09803915,30,64
201.8,0.78431374,30,64
201.9,0.78431374,30,64
202,0.78431374,30,64
202.1,0.78431374,30,64
202.2,0.78431374,30,64
202.3,0.78431374,30,64
202.4,0.78431374,30,64
202.5,1.17647064,30,64
202.6,1.17647064,30,64
202.7,1.17647064,30,64
202.8,1.17647064,29,64
202.9,1.17647064,29,64
203,1.17647064,29,64
203.1,0.39215687,29,64
203.2,0.39215687,29,64
203.3,0.39215687,29,64
203.4,0.39215687,29,64
203.5,0.39215687,29,64
203.6,0.39215687,29,64
203.7,0.39215687,29,64
203.8,0.39215687,29,64
203.9,0.39215687,28,64
204,0.39215687,28,64
204.1,0.39215687,28,64
204.2,0.39215687,28,64
204.3,0.39215687,28,64
204.4,0.39215687,28,64
204.5,0.39215687,23,64
204.6,0.39215687,23,64
204.7,0.39215687,23,64
204.8,0.39215687,23,64
204.9,0.39215687,23,64
205,0.39215687,23,64
205.1,0.39215687,23,64
205.2,0.39215687,18,64
205.3,0.39215687,18,64
205.4,0.39215687,18,64
205.5,0.39215687,18,64
205.6,0.39215687,18,64
205.7,0.39215687,18,64
205.8,0.39215687,18,64
205.9,0.39215687,18,64
206,0.39215687,18,64
206.1,0.39215687,18,64
206.2,0.39215687,18,64
206.3,5.88235283,18,64
206.4,5.88235283,18,64
206.5,5.88235283,18,64
206.6,5.88235283,18,64
206.7,5.88235283,18,64
206.8,5.88235283,18,64
206.9,5.88235283,18,64
207,5.88235283,17,64
207.1,5.88235283,17,64
207.2,5.88235283,17,64
207.3,7.05882359,17,64
207.4,7.05882359,17,64
207.5,7.05882359,17,64
207.6,7.05882359,17,64
207.7,7.05882359,17,64
207.8,7.05882359,20,64
207.9,7.05882359,20,64
208,7.05882359,20,64
208.1,7.05882359,20,64
208.2,3.52941179,20,64
208.3,3.52941179,20,64
208.4,3.52941179,20,64
208.5,3.52941179,20,64
208.6,3.52941179,20,64
208.7,3.52941179,20,64
208.8,3.52941179,20,64
208.9,3.52941179,20,64
209,3.52941179,20,64
209.1,3.52941179,20,64
209.2,4.70588255,20,64
209.3,4.70588255,20,64
209.4,4.70588255,20,64
209.5,4.70588255,17,64
209.6,4.70588255,17,64
209.7,4.70588255,17,64
209.8,7.45098019,17,64
209.9,7.45098019,17,64
210,7.45098019,17,64
210.1,7.45098019,17,64
210.2,7.45098019,17,64
210.3,7.45098019,17,64
210.4,7.45098019,17,64
210.5,7.45098019,17,64
210.6,12.15686321,17,64
210.7,12.15686321,17,64
210.8,12.15686321,17,64
210.9,12.15686321,19,64
211,12.15686321,19,64
211.1,12.15686321,19,64
211.2,12.15686321,19,64
211.3,16.47058868,19,64
211.4,16.47058868,19,64
211.5,16.47058868,19,64
211.6,16.47058868,23,64
211.7,16.47058868,23,64
211.8,16.47058868,23,64
211.9,16.47058868,23,64
212,21.96078491,23,64
212.1,21.96078491,23,64
212.2,21.96078491,23,64
212.3,21.96078491,23,64
212.4,21.96078491,23,64
212.5,21.96078491,29,64
212.6,21.96078491,29,64
212.7,21.96078491,29,64
212.8,21.96078491,29,64
212.9,10.98039246,29,64
213,10.98039246,29,64
213.1,10.98039246,29,64
213.2,10.98039246,29,64
213.3,10.98039246,31,64
213.4,10.98039246,31,64
213.5,10.98039246,31,64
213.6,9.8039217,31,64
213.7,9.8039217,31,64
213.8,9.8039217,31,64
213.9,9.8039217,31,64
214,9.8039217,33,64
214.1,9.8039217,33,64
214.2,9.8039217,33,64
214.3,0.39215687,33,64
214.4,0.39215687,33,64
214.5,0.39215687,33,64
214.6,0.39215687,33,64
214.7,0.39215687,34,64
214.8,0.39215687,34,64
214.9,0.39215687,34,64
215,0.39215687,34,64
215.1,0.39215687,34,64
215.2,0.39215687,34,64
215.3,0.39215687,34,64
215.4,0.39215687,34,64
215.5,0.39215687,34,64
215.6,0.39215687,34,64
215.7,0.39215687,34,64
215.8,0.39215687,31,64
215.9,0.39215687,31,64
216,0.39215687,31,64
216.1,0.39215687,31,64
216.2,0.78431374,31,64
216.3,0.78431374,31,64
216.4,0.78431374,31,64
216.5,0.78431374,29,64
216.6,0.78431374,29,64
216.7,0.78431374,29,64
216.8,2.74509811,29,64
216.9,2.74509811,29,64
217,2.74509811,29,64
217.1,2.74509811,29,64
217.2,2.74509811,29,64
217.3,2.74509811,29,64
217.4,2.74509811,29,64
217.5,2.35294127,29,64
217.6,2.35294127,29,64
217.7,2.35294127,29,64
217.8,2.35294127,29,64
217.9,2.35294127,29,64
218,2.35294127,29,64
218.1,2.35294127,29,64
218.2,2.35294127,29,64
218.3,3.52941179,29,64
218.4,3.52941179,29,64
218.5,3.52941179,29,64
218.6,3.52941179,29,64
218.7,3.52941179,29,64
218.8,3.52941179,29,64
218.9,3.52941179,29,64
219,7.45098019,29,64
219.1,7.45098019,29,64
219.2,7.45098019,29,64
219.3,7.45098019,29,64
219.4,7.45098019,29,64
219.5,7.45098019,30,64
219.6,7.45098019,30,64
219.7,7.45098019,30,64
219.8,13.33333302,30,64
219.9,13.33333302,30,64
220,13.33333302,30,64
220.1,13.33333302,34,64
220.2,13.33333302,34,64
220.3,13.33333302,34,64
220.4,13.33333302,34,64
220.5,12.94117641,34,64
220.6,12.94117641,34,64
220.7,12.94117641,34,64
220.8,12.94117641,35,64
220.9,12.94117641,35,64
221,12.94117641,35,64
221.1,12.94117641,35,64
221.2,17.64705849,35,64
221.3,17.64705849,35,64
221.4,17.64705849,35,64
221.5,17.64705849,38,64
221.6,17.64705849,38,64
221.7,17.64705849,38,64
221.8,17.64705849,38,64
221.9,8.62745094,38,64
222,8.62745094,38,64
222.1,8.62745094,38,64
222.2,8.62745094,38,64
222.3,8.62745094,39,64
222.4,8.62745094,39,64
222.5,8.62745094,39,64
222.6,8.62745094,39,64
222.7,8.62745094,39,64
222.8,17.25490189,39,64
222.9,17.25490189,39,64
223,17.25490189,39,64
223.1,17.25490189,42,64
223.2,17.25490189,42,64
223.3,17.25490189,42,64
223.4,3.92156863,42,64
223.5,3.92156863,42,64
223.6,3.92156863,42,64
223.7,3.92156863,42,64
223.8,3.92156863,44,64
223.9,3.92156863,44,64
224,3.92156863,44,64
224.1,3.92156863,44,64
224.2,3.92156863,44,64
224.3,3.92156863,44,64
224.4,0.39215687,44,64
224.5,0.39215687,44,64
224.6,0.39215687,44,64
224.7,0.39215687,44,64
224.8,0.39215687,44,64
224.9,0.39215687,44,64
225,0.39215687,44,64
225.1,0.39215687,44,64
225.2,11.37254906,44,64
225.3,11.37254906,44,64
225.4,11.37254906,44,64
225.5,11.37254906,44,64
225.6,11.37254906,44,64
225.7,11.37254906,44,64
225.8,11.37254906,44,64
225.9,11.37254906,44,64
226,11.37254906,44,64
226.1,11.37254906,44,64
226.2,11.37254906,44,64
226.3,11.37254906,45,64
226.4,11.37254906,45,64
226.5,11.37254906,45,64
226.6,11.37254906,45,64
226.7,11.37254906,45,64
226.8,11.37254906,45,64
226.9,11.37254906,45,64
227,11.37254906,45,64
227.1,14.50980377,45,64
227.2,14.50980377,45,64
227.3,14.50980377,45,64
227.4,14.50980377,45,64
227.5,14.50980377,48,64
227.6,14.50980377,48,64
227.7,14.50980377,48,64
227.8,14.50980377,48,64
227.9,14.50980377,48,64
228,14.50980377,48,64
228.1,14.50980377,48,64
228.2,14.50980377,48,64
228.3,14.50980377,48,64
228.4,14.50980377,50,64
228.5,14.50980377,50,64
228.6,14.50980377,50,64
228.7,14.50980377,50,64
228.8,14.50980377,50,64
228.9,14.50980377,50,64
229,14.50980377,50,64
229.1,14.50980377,50,64
229.2,14.50980377,50,64
229.3,14.50980377,50,64
229.4,14.50980377,50,64
229.5,14.50980377,51,64
229.6,14.50980377,51,64
229.7,14.50980377,51,64
229.8,14.50980377,51,64
229.9,6.27450991,51,64
230,6.27450991,51,64
230.1,6.27450991,51,64
230.2,6.27450991,51,64
230.3,6.27450991,53,64
230.4,6.27450991,53,64
230.5,6.27450991,53,64
230.6,6.27450991,53,64
230.7,6.66666651,53,64
230.8,6.66666651,53,64
230.9,6.66666651,53,64
231,6.66666651,53,64
231.1,6.66666651,53,64
231.2,6.66666651,53,64
231.3,4.70588255,53,64
231.4,4.70588255,53,64
231.5,4.70588255,53,64
231.6,4.70588255,53,64
231.7,4.70588255,53,64
231.8,4.70588255,53,64
231.9,4.70588255,53,64
232,4.70588255,53,64
232.1,4.31372547,53,64
232.2,4.31372547,53,64
232.3,4.31372547,53,64
232.4,4.31372547,54,64
232.5,4.31372547,54,64
232.6,4.31372547,54,64
232.7,4.31372547,54,64
232.8,4.31372547,54,64
232.9,4.31372547,54,64
233,4.31372547,54,64
233.1,4.31372547,54,64
233.2,4.31372547,54,64
233.3,4.31372547,54,64
233.4,4.31372547,54,64
233.5,0.39215687,54,64
233.6,0.39215687,54,64
233.7,0.39215687,54,64
233.8,0.39215687,54,64
233.9,0.39215687,54,64
234,0.39215687,53,64
234.1,0.39215687,53,64
234.2,0.39215687,53,64
234.3,0.39215687,53,64
234.4,0.39215687,53,64
234.5,0.39215687,53,64
234.6,0.39215687,53,64
234.7,0.39215687,53,64
234.8,0.39215687,53,64
234.9,0.39215687,53,64
235,0.39215687,50,64
235.1,0.39215687,50,64
235.2,0.39215687,50,64
235.3,0.39215687,50,64
235.4,0.39215687,50,64
235.5,0.39215687,50,64
235.6,0.39215687,50,64
235.7,0.39215687,50,64
235.8,0.39215687,50,64
235.9,0.39215687,50,64
236,0.39215687,47,64
236.1,0.39215687,47,64
236.2,0.39215687,47,64
236.3,0.39215687,47,64
236.4,0.39215687,47,64
236.5,0.39215687,47,64
236.6,0.39215687,47,64
236.7,0.39215687,46,64
236.8,0.39215687,46,64
236.9,0.39215687,46,64
237,0.39215687,46,64
237.1,1.56862748,46,64
237.2,1.56862748,46,64
237.3,1.56862748,46,64
237.4,1.56862748,45,64
237.5,1.56862748,45,64
237.6,1.56862748,45,64
237.7,1.56862748,45,64
237.8,1.56862748,45,64
237.9,0.39215687,45,64
238,0.39215687,45,64
238.1,0.39215687,45,64
238.2,0.39215687,44,64
238.3,0.39215687,44,64
238.4,0.39215687,44,64
238.5,0.39215687,44,64
238.6,0.39215687,44,64
238.7,0.39215687,44,64
238.8,0.39215687,44,64
238.9,0.39215687,44,64
239,0.39215687,42,64
239.1,0.39215687,42,64
239.2,0.39215687,42,64
239.3,0.39215687,42,64
239.4,0.39215687,42,64
239.5,0.39215687,42,64
239.6,0.39215687,42,64
239.7,0.39215687,42,64
239.8,0.39215687,40,64
239.9,0.39215687,40,64
240,0.39215687,40,64
240.1,0.39215687,40,64
240.2,0.39215687,40,64
240.3,0.39215687,40,64
240.4,0.39215687,40,64
240.5,0.39215687,39,64
240.6,0.39215687,39,64
240.7,0.39215687,39,64
240.8,0.39215687,39,64
240.9,0.39215687,39,64
241,0.39215687,39,64
241.1,0.39215687,39,64
241.2,0.39215687,39,64
241.3,0.39215687,38,64
241.4,0.39215687,38,64
241.5,0.39215687,38,64
241.6,0.39215687,38,64
241.7,0.39215687,38,64
241.8,0.39215687,38,64
241.9,0.39215687,38,64
242,0.39215687,38,64
242.1,0.39215687,36,64
242.2,0.39215687,36,64
242.3,0.39215687,36,64
242.4,0.39215687,36,64
242.5,0.39215687,36,64
242.6,0.39215687,36,64
242.7,0.39215687,36,64
242.8,0.39215687,36,64
242.9,0.39215687,36,64
243,0.39215687,36,64
243.1,0.39215687,36,64
243.2,0.39215687,36,64
243.3,0.39215687,36,64
243.4,0.39215687,36,64
243.5,0.39215687,34,64
243.6,0.39215687,34,64
243.7,0.39215687,34,64
243.8,0.39215687,34,64
243.9,0.39215687,34,64
244,0.39215687,34,64
244.1,0.39215687,34,64
244.2,0.39215687,34,64
244.3,0.39215687,34,64
244.4,0.39215687,30,64
244.5,0.39215687,30,64
244.6,0.39215687,30,64
244.7,0.39215687,30,64
244.8,0.39215687,30,64
244.9,0.39215687,30,64
245,0.39215687,30,64
245.1,0.39215687,30,64
245.2,0.39215687,24,64
245.3,0.39215687,24,64
245.4,0.39215687,24,64
245.5,0.39215687,24,64
245.6,0.39215687,24,64
245.7,0.39215687,24,64
245.8,0.39215687,24,64
245.9,0.39215687,24,64
246,0.39215687,19,64
246.1,0.39215687,19,64
246.2,0.39215687,19,64
246.3,0.39215687,19,64
246.4,0.39215687,19,64
246.5,0.39215687,19,64
246.6,0.39215687,19,64
246.7,0.39215687,17,64
246.8,0.39215687,17,64
246.9,0.39215687,17,64
247,0.39215687,17,64
247.1,0.39215687,16,64
247.2,0.39215687,16,64
247.3,0.39215687,16,64
247.4,6.66666651,16,64
247.5,6.66666651,16,64
247.6,6.66666651,16,64
247.7,6.66666651,16,64
247.8,6.66666651,16,64
247.9,6.66666651,16,64
248,6.66666651,16,64
248.1,7.05882359,16,64
248.2,7.05882359,16,64
248.3,7.05882359,16,64
248.4,7.05882359,18,64
248.5,7.05882359,18,64
248.6,7.05882359,18,64
248.7,7.05882359,18,64
248.8,1.17647064,18,64
248.9,1.17647064,18,64
249,1.17647064,18,64
249.1,1.17647064,19,64
249.2,1.17647064,19,64
249.3,1.17647064,19,64
249.4,1.17647064,19,64
249.5,11.37254906,19,64
249.6,11.37254906,19,64
249.7,11.37254906,19,64
249.8,11.37254906,19,64
249.9,11.37254906,20,64
250,11.37254906,20,64
250.1,11.37254906,20,64
250.2,11.37254906,20,64
250.3,11.37254906,20,64
250.4,11.37254906,20,64
250.5,11.37254906,20,64
250.6,28.62745094,20,64
250.7,28.62745094,20,64
250.8,28.62745094,20,64
250.9,28.62745094,27,64
251,28.62745094,27,64
251.1,28.62745094,27,64
251.2,28.62745094,27,64
251.3,18.03921509,27,64
251.4,18.03921509,27,64
251.5,18.03921509,27,64
251.6,18.03921509,32,64
251.7,18.03921509,32,64
251.8,18.03921509,32,64
251.9,16.86274529,32,64
252,16.86274529,32,64
252.1,16.86274529,32,64
252.2,16.86274529,32,64
252.3,16.86274529,34,64
252.4,16.86274529,34,64
252.5,16.86274529,34,64
252.6,20.3921566,34,64
252.7,20.3921566,34,64
252.8,20.3921566,34,64
252.9,20.3921566,34,64
253,20.3921566,37,64
253.1,20.3921566,37,64
253.2,20.3921566,37,64
253.3,20.3921566,37,64
253.4,20.3921566,37,64
253.5,20.3921566,37,64
253.6,20.3921566,41,64
253.7,20.3921566,41,64
253.8,20.3921566,41,64
253.9,20.3921566,41,64
254,20.3921566,41,64
254.1,22.35294151,41,64
254.2,22.35294151,41,64
254.3,22.35294151,41,64
254.4,22.35294151,44,64
254.5,22.35294151,44,64
254.6,22.35294151,44,64
254.7,22.35294151,44,64
254.8,22.35294151,44,64
254.9,22.35294151,44,64
255,22.35294151,44,64
255.1,8.23529434,44,64
255.2,8.23529434,44,64
255.3,8.23529434,44,64
255.4,8.23529434,44,64
255.5,8.23529434,44,64
255.6,8.23529434,44,64
255.7,8.23529434,44,64
255.8,7.45098019,44,64
255.9,7.45098019,44,64
256,7.45098019,44,64
256.1,7.45098019,44,64
256.2,7.45098019,44,64
256.3,7.45098019,45,64
256.4,7.45098019,45,64
256.5,7.45098019,45,64
256.6,0.39215687,45,64
256.7,0.39215687,45,64
256.8,0.39215687,45,64
256.9,0.39215687,45,64
257,0.39215687,45,64
257.1,0.39215687,45,64
257.2,0.39215687,45,64
257.3,0.39215687,45,64
257.4,0.39215687,45,64
257.5,0.39215687,45,64
257.6,0.39215687,43,64
257.7,0.39215687,43,64
257.8,0.39215687,43,64
257.9,0.39215687,43,64
258,0.39215687,43,64
258.1,0.39215687,43,64
258.2,0.39215687,43,64
258.3,0.39215687,43,64
258.4,0.39215687,41,64
258.5,0.39215687,41,64
258.6,0.39215687,41,64
258.7,0.39215687,41,64
258.8,0.39215687,41,64
258.9,0.39215687,41,64
259,0.39215687,41,64
259.1,0.39215687,40,64
259.2,0.39215687,40,64
259.3,0.39215687,40,64
259.4,0.39215687,40,64
259.5,1.17647064,40,64
259.6,1.17647064,40,64
259.7,1.17647064,40,64
259.8,1.17647064,39,64
259.9,1.17647064,39,64
260,1.17647064,39,64
260.1,1.17647064,39,64
260.2,1.56862748,39,64
260.3,1.56862748,39,64
260.4,1.56862748,39,64
260.5,1.56862748,39,64
260.6,1.56862748,39,64
260.7,1.56862748,38,64
260.8,1.56862748,38,64
260.9,1.56862748,38,64
261,1.56862748,38,64
261.1,1.56862748,38,64
261.2,1.56862748,38,64
261.3,1.56862748,38,64
261.4,1.56862748,38,64
261.5,1.56862748,37,64
261.6,1.56862748,37,64
261.7,1.56862748,37,64
261.8,1.96078432,37,64
261.9,1.96078432,37,64
262,1.96078432,37,64
262.1,1.96078432,36,64
262.2,1.96078432,36,64
262.3,1.96078432,36,64
262.4,1.96078432,36,64
262.5,1.96078432,36,64
262.6,1.96078432,36,64
262.7,0.78431374,36,64
262.8,0.78431374,36,64
262.9,0.78431374,36,64
263,0.78431374,34,64
263.1,0.78431374,34,64
263.2,0.78431374,34,64
263.3,0.78431374,34,64
263.4,0.78431374,34,64
263.5,11.76470566,34,64
263.6,11.76470566,34,64
263.7,11.76470566,34,64
263.8,11.76470566,34,64
263.9,11.76470566,34,64
264,11.76470566,34,64
264.1,17.25490189,34,64
264.2,17.25490189,34,64
264.3,17.25490189,34,64
264.4,17.25490189,34,64
264.5,17.25490189,36,64
264.6,17.25490189,36,64
264.7,17.25490189,36,64
264.8,17.25490189,36,64
264.9,17.25490189,36,64
265,17.25490189,36,64
265.1,17.25490189,36,64
265.2,17.25490189,36,64
265.3,17.25490189,36,64
265.4,17.25490189,40,64
265.5,17.25490189,40,64
265.6,17.25490189,40,64
265.7,17.25490189,40,64
265.8,0.39215687,40,64
265.9,0.39215687,40,64
266,0.39215687,40,64
266.1,0.39215687,41,64
266.2,0.39215687,41,64
266.3,0.39215687,41,64
266.4,14.50980377,41,64
266.5,14.50980377,41,64
266.6,14.50980377,41,64
266.7,14.50980377,41,64
266.8,14.50980377,41,64
266.9,14.50980377,41,64
267,14.50980377,41,64
267.1,14.50980377,41,64
267.2,14.50980377,41,64
267.3,14.50980377,41,64
267.4,0.39215687,41,64
267.5,0.39215687,41,64
267.6,0.39215687,41,64
267.7,0.39215687,42,64
267.8,0.39215687,42,64
267.9,0.39215687,42,64
268,0.39215687,42,64
268.1,0.39215687,42,64
268.2,11.76470566,42,64
268.3,11.76470566,42,64
268.4,11.76470566,42,64
268.5,11.76470566,42,64
268.6,11.76470566,43,64
268.7,11.76470566,43,64
268.8,11.76470566,43,64
268.9,11.76470566,43,64
269,0.39215687,43,64
269.1,0.39215687,43,64
269.2,0.39215687,43,64
269.3,0.39215687,43,64
269.4,0.39215687,43,64
269.5,0.39215687,42,64
269.6,0.39215687,42,64
269.7,0.39215687,42,64
269.8,0.39215687,42,64
269.9,0.39215687,42,64
270,0.39215687,42,64
270.1,0.39215687,42,64
270.2,0.39215687,38,64
270.3,0.39215687,38,64
270.4,0.39215687,38,64
270.5,0.39215687,38,64
270.6,0.39215687,38,64
270.7,0.39215687,38,64
270.8,0.39215687,38,64
270.9,0.39215687,38,64
271,0.39215687,38,64
271.1,0.39215687,38,64
271.2,0.39215687,38,64
271.3,0.39215687,36,64
271.4,0.39215687,36,64
271.5,0.39215687,36,64
271.6,5.88235283,36,64
271.7,5.88235283,36,64
271.8,5.88235283,36,64
271.9,5.88235283,35,64
272,5.88235283,35,64
272.1,5.88235283,35,64
272.2,0.39215687,35,64
272.3,0.39215687,35,64
272.4,0.39215687,35,64
272.5,0.39215687,35,64
272.6,0.39215687,35,64
272.7,0.39215687,35,64
272.8,0.39215687,35,64
272.9,0.39215687,35,64
273,0.39215687,35,64
273.1,0.39215687,35,64
273.2,0.39215687,35,64
273.3,0.39215687,35,64
273.4,0.39215687,35,64
273.5,0.39215687,35,64
273.6,0.39215687,35,64
273.7,0.39215687,30,64
273.8,0.39215687,30,64
273.9,0.39215687,30,64
274,0.39215687,30,64
274.1,0.39215687,30,64
274.2,0.39215687,30,64
274.3,0.39215687,30,64
274.4,0.39215687,30,64
274.5,0.39215687,25,64
274.6,0.39215687,25,64
274.7,0.39215687,25,64
274.8,0.39215687,25,64
274.9,0.39215687,25,64
275,0.39215687,25,64
275.1,0.39215687,25,64
275.2,0.39215687,25,64
275.3,0.39215687,23,64
275.4,0.39215687,23,64
275.5,0.39215687,23,64
275.6,0.39215687,23,64
275.7,0.39215687,23,64
275.8,7.05882359,23,64
275.9,7.05882359,23,64
276,7.05882359,23,64
276.1,7.05882359,22,64
276.2,7.05882359,22,64
276.3,7.05882359,22,64
276.4,9.8039217,22,64
276.5,9.8039217,22,64
276.6,9.8039217,22,64
276.7,9.8039217,22,64
276.8,9.8039217,23,64
276.9,9.8039217,23,64
277,9.8039217,23,64
277.1,9.8039217,23,64
277.2,19.2156868,23,64
277.3,19.2156868,23,64
277.4,19.2156868,23,64
277.5,19.2156868,23,64
277.6,19.2156868,27,64
277.7,19.2156868,27,64
277.8,19.2156868,27,64
277.9,21.1764698,27,64
278,21.1764698,27,64
278.1,21.1764698,27,64
278.2,21.1764698,27,64
278.3,21.1764698,27,64
278.4,21.1764698,27,64
278.5,21.1764698,32,64
278.6,21.1764698,32,64
278.7,21.1764698,32,64
278.8,27.45098114,32,64
278.9,27.45098114,32,64
279,27.45098114,32,64
279.1,27.45098114,36,64
279.2,27.45098114,36,64
279.3,27.45098114,36,64
279.4,27.45098114,36,64
279.5,27.45098114,36,64
279.6,27.45098114,36,64
279.7,0.39215687,36,64
279.8,0.39215687,36,64
279.9,0.39215687,36,64
280,0.39215687,40,64
280.1,0.39215687,40,64
280.2,0.39215687,40,64
280.3,13.33333302,40,64
280.4,13.33333302,40,64
280.5,13.33333302,40,64
280.6,13.33333302,40,64
280.7,13.33333302,40,64
280.8,13.33333302,40,64
280.9,13.33333302,40,64
281,13.33333302,40,64
281.1,13.33333302,40,64
281.2,13.33333302,40,64
281.3,16.47058868,40,64
281.4,16.47058868,40,64
281.5,16.47058868,40,64
281.6,16.47058868,44,64
281.7,16.47058868,44,64
281.8,16.47058868,44,64
281.9,16.47058868,44,64
282,16.47058868,44,64
282.1,16.47058868,44,64
282.2,16.47058868,44,64
282.3,16.47058868,45,64
282.4,16.47058868,45,64
282.5,16.47058868,45,64
282.6,16.47058868,45,64
282.7,16.47058868,45,64
282.8,0.39215687,45,64
282.9,0.39215687,45,64
283,0.39215687,45,64
283.1,0.39215687,46,64
283.2,0.39215687,46,64
283.3,0.39215687,46,64
283.4,10.98039246,46,64
283.5,10.98039246,46,64
283.6,10.98039246,46,64
283.7,10.98039246,46,64
283.8,10.98039246,47,64
283.9,10.98039246,47,64
284,10.98039246,47,64
284.1,10.98039246,47,64
284.2,10.98039246,47,64
284.3,10.98039246,47,64
284.4,10.98039246,47,64
284.5,10.98039246,47,64
284.6,10.98039246,48,64
284.7,10.98039246,48,64
284.8,10.98039246,48,64
284.9,9.01960754,48,64
285,9.01960754,48,64
285.1,9.01960754,48,64
285.2,9.01960754,48,64
285.3,9.01960754,48,64
285.4,9.01960754,49,64
285.5,9.01960754,49,64
285.6,9.01960754,49,64
285.7,9.01960754,49,64
285.8,0.39215687,49,64
285.9,0.39215687,49,64
286,0.39215687,49,64
286.1,0.39215687,48,64
286.2,0.39215687,48,64
286.3,0.39215687,48,64
286.4,0.39215687,48,64
286.5,0.39215687,48,64
286.6,0.39215687,48,64
286.7,0.39215687,46,64
286.8,0.39215687,46,64
286.9,0.39215687,46,64
287,0.39215687,46,64
287.1,0.39215687,46,64
287.2,0.39215687,46,64
287.3,0.39215687,46,64
287.4,0.39215687,42,64
287.5,0.39215687,42,64
287.6,0.39215687,42,64
287.7,0.39215687,42,64
287.8,0.39215687,42,64
287.9,0.39215687,42,64
288,0.39215687,42,64
288.1,0.39215687,42,64
288.2,0.39215687,39,64
288.3,0.39215687,39,64
288.4,0.39215687,39,64
288.5,0.39215687,39,64
288.6,0.39215687,39,64
288.7,3.92156863,39,64
288.8,3.92156863,39,64
288.9,3.92156863,39,64
289,3.92156863,38,64
289.1,3.92156863,38,64
289.2,3.92156863,38,64
289.3,3.92156863,38,64
289.4,3.92156863,38,64
289.5,3.92156863,38,64
289.6,3.92156863,38,64
289.7,0.39215687,38,64
289.8,0.39215687,38,64
289.9,0.39215687,38,64
290,0.39215687,38,64
290.1,0.39215687,36,64
290.2,0.39215687,36,64
290.3,0.39215687,36,64
290.4,2.74509811,36,64
290.5,2.74509811,36,64
290.6,2.74509811,36,64
290.7,2.74509811,36,64
290.8,2.74509811,36,64
290.9,2.74509811,36,64
291,2.74509811,34,64
291.1,2.74509811,34,64
291.2,2.74509811,34,64
291.3,2.74509811,34,64
291.4,2.74509811,34,64
291.5,2.74509811,34,64
291.6,12.54901981,34,64
291.7,12.54901981,34,64
291.8,12.54901981,34,64
291.9,12.54901981,35,64
292,12.54901981,35,64
292.1,12.54901981,35,64
292.2,7.45098019,35,64
292.3,7.45098019,35,64
292.4,7.45098019,35,64
292.5,7.45098019,35,64
292.6,7.45098019,37,64
292.7,7.45098019,37,64
292.8,7.45098019,37,64
292.9,7.45098019,37,64
293,0.39215687,37,64
293.1,0.39215687,37,64
293.2,0.39215687,37,64
293.3,0.39215687,37,64
293.4,0.39215687,37,64
293.5,0.39215687,37,64
293.6,0.39215687,37,64
293.7,0.39215687,37,64
293.8,4.70588255,37,64
293.9,4.70588255,37,64
294,4.70588255,37,64
294.1,4.70588255,37,64
294.2,4.70588255,36,64
294.3,4.70588255,36,64
294.4,4.70588255,36,64
294.5,8.23529434,36,64
294.6,8.23529434,36,64
294.7,8.23529434,36,64
294.8,8.23529434,36,64
294.9,8.23529434,36,64
295,8.23529434,36,64
295.1,8.23529434,36,64
295.2,11.37254906,36,64
295.3,11.37254906,36,64
295.4,11.37254906,36,64
295.5,11.37254906,36,64
295.6,11.37254906,36,64
295.7,11.37254906,36,64
295.8,11.37254906,36,64
295.9,14.90196037,36,64
296,14.90196037,36,64
296.1,14.90196037,36,64
296.2,14.90196037,38,64
296.3,14.90196037,38,64
296.4,14.90196037,38,64
296.5,14.90196037,38,64
296.6,15.68627453,38,64
296.7,15.68627453,38,64
296.8,15.68627453,38,64
296.9,15.68627453,40,64
297,15.68627453,40,64
297.1,15.68627453,40,64
297.2,15.68627453,40,64
297.3,13.72549057,40,64
297.4,13.72549057,40,64
297.5,13.72549057,40,64
297.6,13.72549057,40,64
297.7,13.72549057,42,64
297.8,13.72549057,42,64
297.9,13.72549057,42,64
298,0.39215687,42,64
298.1,0.39215687,42,64
298.2,0.39215687,42,64
298.3,0.39215687,42,64
298.4,0.39215687,42,64
298.5,0.39215687,42,64
298.6,0.39215687,42,64
298.7,0.39215687,42,64
298.8,0.39215687,42,64
298.9,3.92156863,42,64
299,3.92156863,42,64
299.1,3.92156863,42,64
299.2,3.92156863,41,64
299.3,3.92156863,41,64
299.4,3.92156863,41,64
299.5,1.96078432,41,64
299.6,1.96078432,41,64
299.7,1.96078432,41,64
299.8,1.96078432,41,64
299.9,1.96078432,41,64
300,1.96078432,41,64
300.1,1.96078432,41,64
300.2,0.39215687,41,64
300.3,0.39215687,41,64
300.4,0.39215687,41,64
300.5,0.39215687,41,64
300.6,0.39215687,40,64
300.7,0.39215687,40,64
300.8,0.39215687,40,64
300.9,0.39215687,40,64
301,0.39215687,40,64
301.1,0.39215687,40,64
301.2,0.39215687,40,64
301.3,0.39215687,36,64
301.4,0.39215687,36,64
301.5,0.39215687,36,64
301.6,0.39215687,36,64
301.7,0.39215687,36,64
301.8,0.39215687,36,64
301.9,0.39215687,36,64
302,0.39215687,36,64
302.1,0.39215687,31,64
302.2,0.39215687,31,64
302.3,0.39215687,31,64
302.4,0.78431374,31,64
302.5,0.78431374,31,64
302.6,0.78431374,31,64
